DateTime,Groundwater level per five days
2000-01-01,1374.42
2000-01-06,1374.35
2000-01-11,1374.32
2000-01-16,1374.3
2000-01-21,1374.23
2000-01-26,1374.2
2000-02-01,1374.17
2000-02-06,1374.15
2000-02-11,1374.12
2000-02-16,1374.1
2000-02-21,1374.08
2000-02-26,1374.12
2000-03-01,1374.15
2000-03-06,1374.25
2000-03-11,1374.3
2000-03-16,1374.36
2000-03-21,1374.4
2000-03-26,1374.47
2000-04-01,1374.5
2000-04-06,1374.62
2000-04-11,1374.55
2000-04-16,1374.6
2000-04-21,1374.62
2000-04-26,1374.65
2000-05-01,1374.6
2000-05-06,1374.55
2000-05-11,1374.5
2000-05-16,1374.45
2000-05-21,1374.43
2000-05-26,1374.4
2000-06-01,1374.49
2000-06-06,1374.57
2000-06-11,1374.67
2000-06-16,1374.76
2000-06-21,1374.83
2000-06-26,1374.89
2000-07-01,1375
2000-07-06,1375.1
2000-07-11,1375.17
2000-07-16,1375.2
2000-07-21,1375.23
2000-07-26,1375.3
2000-08-01,1375.22
2000-08-06,1375.2
2000-08-11,1375.17
2000-08-16,1375.15
2000-08-21,1375.12
2000-08-26,1375.1
2000-09-01,1375.1
2000-09-06,1375.08
2000-09-11,1375.05
2000-09-16,1375.03
2000-09-21,1375
2000-09-26,1374.97
2000-10-01,1374.9
2000-10-06,1374.88
2000-10-11,1374.84
2000-10-16,1374.86
2000-10-21,1374.92
2000-10-26,1374.98
2000-11-01,1375.07
2000-11-06,1375.1
2000-11-11,1375.15
2000-11-16,1375.1
2000-11-21,1375.07
2000-11-26,1375.03
2000-12-01,1375.01
2000-12-06,1375
2000-12-11,1374.92
2000-12-16,1374.83
2000-12-21,1374.76
2000-12-26,1374.7
2001-01-01,1374.41
2001-01-06,1374.36
2001-01-11,1374.32
2001-01-16,1374.3
2001-01-21,1374.27
2001-01-26,1374.25
2001-02-01,1374.21
2001-02-06,1374.2
2001-02-11,1374.18
2001-02-16,1374.19
2001-02-21,1374.17
2001-02-26,1374.15
2001-03-01,1374.24
2001-03-06,1374.29
2001-03-11,1374.33
2001-03-16,1374.35
2001-03-21,1374.4
2001-03-26,1374.46
2001-04-01,1374.49
2001-04-06,1374.53
2001-04-11,1374.52
2001-04-16,1374.51
2001-04-21,1374.68
2001-04-26,1374.84
2001-05-01,1374.83
2001-05-06,1374.88
2001-05-11,1374.92
2001-05-16,1374.99
2001-05-21,1375.04
2001-05-26,1374.92
2001-06-01,1374.89
2001-06-06,1374.83
2001-06-11,1374.98
2001-06-16,1374.9
2001-06-21,1374.95
2001-06-26,1375.08
2001-07-01,1374.89
2001-07-06,1375.19
2001-07-11,1375.2
2001-07-16,1375.23
2001-07-21,1375.27
2001-07-26,1375.24
2001-08-01,1375.19
2001-08-06,1375.17
2001-08-11,1375.12
2001-08-16,1375.05
2001-08-21,1375.13
2001-08-26,1375.2
2001-09-01,1375.25
2001-09-06,1375.2
2001-09-11,1375.15
2001-09-16,1375.1
2001-09-21,1375.05
2001-09-26,1374.87
2001-10-01,1374.86
2001-10-06,1374.96
2001-10-11,1375.01
2001-10-16,1375.1
2001-10-21,1375.15
2001-10-26,1375.2
2001-11-01,1375.16
2001-11-06,1375.2
2001-11-11,1375.29
2001-11-16,1375.03
2001-11-21,1375.03
2001-11-26,1375.13
2001-12-01,1375.2
2001-12-06,1375.35
2001-12-11,1375.43
2001-12-16,1375.54
2001-12-21,1375.6
2001-12-26,1375.65
2002-01-01,1374.49
2002-01-06,1374.43
2002-01-11,1374.39
2002-01-16,1374.35
2002-01-21,1374.3
2002-01-26,1374.26
2002-02-01,1374.25
2002-02-06,1374.27
2002-02-11,1374.23
2002-02-16,1374.2
2002-02-21,1374.18
2002-02-26,1374.15
2002-03-01,1374.19
2002-03-06,1374.26
2002-03-11,1374.29
2002-03-16,1374.33
2002-03-21,1374.38
2002-03-26,1374.43
2002-04-01,1374.47
2002-04-06,1374.5
2002-04-11,1374.53
2002-04-16,1374.55
2002-04-21,1374.6
2002-04-26,1374.52
2002-05-01,1374.5
2002-05-06,1374.46
2002-05-11,1374.42
2002-05-16,1374.4
2002-05-21,1374.37
2002-05-26,1374.33
2002-06-01,1374.51
2002-06-06,1374.49
2002-06-11,1374.45
2002-06-16,1374.47
2002-06-21,1374.5
2002-06-26,1374.53
2002-07-01,1374.58
2002-07-06,1374.6
2002-07-11,1374.63
2002-07-16,1374.66
2002-07-21,1374.7
2002-07-26,1374.75
2002-08-01,1374.8
2002-08-06,1374.86
2002-08-11,1374.92
2002-08-16,1374.95
2002-08-21,1374.97
2002-08-26,1374.94
2002-09-01,1374.86
2002-09-06,1374.81
2002-09-11,1374.75
2002-09-16,1374.7
2002-09-21,1374.65
2002-09-26,1374.63
2002-10-01,1374.7
2002-10-06,1374.67
2002-10-11,1374.71
2002-10-16,1374.76
2002-10-21,1374.8
2002-10-26,1374.23
2002-11-01,1374.87
2002-11-06,1374.89
2002-11-11,1375
2002-11-16,1374.87
2002-11-21,1374.83
2002-11-26,1374.78
2002-12-01,1374.75
2002-12-06,1374.72
2002-12-11,1374.67
2002-12-16,1374.6
2002-12-21,1374.62
2002-12-26,1374.67
2003-01-01,1374.71
2003-01-06,1374.67
2003-01-11,1374.64
2003-01-16,1374.61
