DateTime,Groundwater level per five days
2000-01-01,1456.07
2000-01-06,1456.07
2000-01-11,1456.07
2000-01-16,1455.77
2000-01-21,1455.77
2000-01-26,1455.77
2000-02-01,1455.77
2000-02-06,1455.72
2000-02-11,1455.67
2000-02-16,1455.82
2000-02-21,1455.72
2000-02-26,1455.67
2000-03-01,1455.72
2000-03-06,1455.82
2000-03-11,1455.77
2000-03-16,1455.72
2000-03-21,1455.67
2000-03-26,1455.67
2000-04-01,1455.72
2000-04-06,1455.67
2000-04-11,1455.77
2000-04-16,1456.07
2000-04-21,1456.27
2000-04-26,1456.37
2000-05-01,1456.42
2000-05-06,1456.27
2000-05-11,1456.12
2000-05-16,1456.07
2000-05-21,1455.87
2000-05-26,1455.72
2000-06-01,1455.62
2000-06-06,1455.47
2000-06-11,1455.42
2000-06-16,1455.47
2000-06-21,1455.57
2000-06-26,1455.75
2000-07-01,1455.42
2000-07-06,1455.37
2000-07-11,1455.72
2000-07-16,1455.82
2000-07-21,1456.07
2000-07-26,1456.22
2000-08-01,1456.37
2000-08-06,1456.37
2000-08-11,1456.09
2000-08-16,1456.09
2000-08-21,1455.72
2000-08-26,1455.67
2000-09-01,1455.47
2000-09-06,1455.52
2000-09-11,1455.62
2000-09-16,1455.67
2000-09-21,1455.67
2000-09-26,1455.72
2000-10-01,1455.82
2000-10-06,1456.07
2000-10-11,1456.17
2000-10-16,1456.27
2000-10-21,1456.42
2000-10-26,1456.47
2000-11-01,1455.72
2000-11-06,1455.62
2000-11-11,1455.57
2000-11-16,1455.72
2000-11-21,1455.77
2000-11-26,1455.82
2000-12-01,1456.07
2000-12-06,1456.07
2000-12-11,1455.82
2000-12-16,1455.67
2000-12-21,1455.52
2000-12-26,1455.57
2001-01-01,1455.52
2001-01-06,1455.47
2001-01-11,1455.27
2001-01-16,1455.22
2001-01-21,1455.17
2001-01-26,1455.17
2001-02-01,1454.97
2001-02-06,1455.07
2001-02-11,1455.07
2001-02-16,1455.07
2001-02-21,1454.97
2001-02-26,1454.92
2001-03-01,1454.87
2001-03-06,1454.82
2001-03-11,1454.72
2001-03-16,1454.77
2001-03-21,1454.82
2001-03-26,1455.07
2001-04-01,1455.37
2001-04-06,1455.37
2001-04-11,1455.47
2001-04-16,1455.42
2001-04-21,1455.47
2001-04-26,1455.47
2001-05-01,1455.42
2001-05-06,1455.42
2001-05-11,1455.47
2001-05-16,1455.42
2001-05-21,1455.42
2001-05-26,1455.42
2001-06-01,1455.07
2001-06-06,1454.92
2001-06-11,1454.87
2001-06-16,1454.87
2001-06-21,1454.82
2001-06-26,1454.67
2001-07-01,1454.47
2001-07-06,1454.27
2001-07-11,1454.27
2001-07-16,1454.42
2001-07-21,1454.47
2001-07-26,1454.57
2001-08-01,1454.57
2001-08-06,1454.72
2001-08-11,1454.77
2001-08-16,1454.82
2001-08-21,1454.87
2001-08-26,1454.97
2001-09-01,1455.07
2001-09-06,1455.07
2001-09-11,1455.07
2001-09-16,1455.22
2001-09-21,1455.37
2001-09-26,1455.37
2001-10-01,1455.37
2001-10-06,1455.42
2001-10-11,1455.57
2001-10-16,1455.67
2001-10-21,1455.72
2001-10-26,1455.82
2001-11-01,1455.87
2001-11-06,1455.97
2001-11-11,1456.22
2001-11-16,1456.07
2001-11-21,1456.07
2001-11-26,1456.07
2001-12-01,1456.07
2001-12-06,1456.07
2001-12-11,1456.07
2001-12-16,1455.77
2001-12-21,1455.77
2001-12-26,1455.47
2002-01-01,1455.47
2002-01-06,1455.47
2002-01-11,1455.37
2002-01-16,1455.31
2002-01-21,1455.26
2002-01-26,1455.25
2002-02-01,1455.27
2002-02-06,1455.27
2002-02-11,1455.32
2002-02-16,1455.35
2002-02-21,1455.42
2002-02-26,1455.57
2002-03-01,1455.57
2002-03-06,1455.57
2002-03-11,1455.57
2002-03-16,1455.67
2002-03-21,1455.67
2002-03-26,1455.67
2002-04-01,1455.87
2002-04-06,1456.07
2002-04-11,1456.07
2002-04-16,1456.22
2002-04-21,1456.07
2002-04-26,1455.87
2002-05-01,1455.87
2002-05-06,1455.87
2002-05-11,1455.87
2002-05-16,1455.82
2002-05-21,1455.77
2002-05-26,1455.77
2002-06-01,1455.77
2002-06-06,1455.72
2002-06-11,1455.47
2002-06-16,1455.07
2002-06-21,1454.87
2002-06-26,1454.67
2002-07-01,1454.32
2002-07-06,1454.27
2002-07-11,1454.27
2002-07-16,1454.27
2002-07-21,1454.07
2002-07-26,1454.07
2002-08-01,1453.77
2002-08-06,1453.57
2002-08-11,1454.37
2002-08-16,1454.17
2002-08-21,1454.07
2002-08-26,1454.07
2002-09-01,1454.57
2002-09-06,1454.57
2002-09-11,1454.67
2002-09-16,1454.67
2002-09-21,1454.87
2002-09-26,1454.87
2002-10-01,1454.97
2002-10-06,1454.97
2002-10-11,1454.97
2002-10-16,1454.97
2002-10-21,1455.07
2002-10-26,1455.07
2002-11-01,1455.07
2002-11-06,1455.07
2002-11-11,1455.07
2002-11-16,1455.07
2002-11-21,1455.07
2002-11-26,1455.07
2002-12-01,1455.07
2002-12-06,1455.27
2002-12-11,1455.27
2002-12-16,1455.27
2002-12-21,1455.27
2002-12-26,1455.27
2003-01-01,1455.27
2003-01-06,1455.42
2003-01-11,1455.42
2003-01-16,1455.47
2003-01-21,1455.47
2003-01-26,1455.53
2003-02-01,1455.53
2003-02-06,1455.57
2003-02-11,1455.57
2003-02-16,1455.62
2003-02-21,1455.62
2003-02-26,1455.67
2003-03-01,1455.67
2003-03-06,1455.67
2003-03-11,1455.67
2003-03-16,1455.67
2003-03-21,1455.82
2003-03-26,1455.87
2003-04-01,1456.07
2003-04-06,1456.12
2003-04-11,1456.12
2003-04-16,1456.07
2003-04-21,1456.22
2003-04-26,1456.07
2003-05-01,1455.42
2003-05-06,1455.17
2003-05-11,1454.87
2003-05-16,1454.57
2003-05-21,1454.37
2003-05-26,1454.57
2003-06-01,1454.92
2003-06-06,1454.22
2003-06-11,1453.67
2003-06-16,1453.57
2003-06-21,1453.32
2003-06-26,1453.12
2003-07-01,1453.12
2003-07-06,1453.17
2003-07-11,1453.47
2003-07-16,1453.57
2003-07-21,1453.57
2003-07-26,1453.62
2003-08-01,1453.67
2003-08-06,1453.67
2003-08-11,1453.67
2003-08-16,1453.72
2003-08-21,1453.72
2003-08-26,1453.77
2003-09-01,1453.37
2003-09-06,1453.47
2003-09-11,1453.62
2003-09-16,1453.77
2003-09-21,1453.82
2003-09-26,1453.82
2003-10-01,1454.02
2003-10-06,1454.07
2003-10-11,1454.27
2003-10-16,1454.27
2003-10-21,1454.52
2003-10-26,1454.57
2003-11-01,1454.72
2003-11-06,1454.72
2003-11-11,1454.77
2003-11-16,1454.67
2003-11-21,1454.67
2003-11-26,1454.57
2003-12-01,1454.57
2003-12-06,1454.57
2003-12-11,1454.72
2003-12-16,1454.72
2003-12-21,1454.87
2003-12-26,1455.07
2004-01-01,1455.27
2004-01-06,1454.87
2004-01-11,1455.12
2004-01-16,1455.12
2004-01-21,1455.37
2004-01-26,1455.37
2004-02-01,1455.37
2004-02-06,1455.37
2004-02-11,1455.32
2004-02-16,1455.32
2004-02-21,1455.27
2004-02-26,1455.27
2004-03-01,1455.62
2004-03-06,1455.77
2004-03-11,1455.87
2004-03-16,1455.92
2004-03-21,1455.92
2004-03-26,1456.27
2004-04-01,1456.27
2004-04-06,1455.92
2004-04-11,1455.57
2004-04-16,1455.27
2004-04-21,1454.87
2004-04-26,1454.72
2004-05-01,1454.42
2004-05-06,1454.27
2004-05-11,1454.27
2004-05-16,1454.17
2004-05-21,1454.12
2004-05-26,1454.07
2004-06-01,1454.1
2004-06-06,1454.1
