DateTime,Groundwater level per five days
2000-01-01,1307.34
2000-01-06,1307.33
2000-01-11,1307.32
2000-01-16,1307.32
2000-01-21,1307.32
2000-01-26,1307.26
2000-02-01,1307.26
2000-02-06,1307.28
2000-02-11,1307.32
2000-02-16,1307.32
2000-02-21,1307.28
2000-02-26,1307.3
2000-03-01,1307.26
2000-03-06,1307.28
2000-03-11,1307.28
2000-03-16,1307.29
2000-03-21,1307.29
2000-03-26,1307.31
2000-04-01,1307.4
2000-04-06,1307.4
2000-04-11,1307.7
2000-04-16,1308.5
2000-04-21,1308.5
2000-04-26,1308.5
2000-05-01,1307.78
2000-05-06,1307.78
2000-05-11,1307.95
2000-05-16,1307.95
2000-05-21,1307.95
2000-05-26,1307.95
2000-06-01,1307.9
2000-06-06,1307.9
2000-06-11,1307.9
2000-06-16,1307.9
2000-06-21,1307.9
2000-06-26,1307.95
2000-07-01,1307.95
2000-07-06,1307.96
2000-07-11,1307.85
2000-07-16,1307.85
2000-07-21,1307.85
2000-07-26,1307.84
2000-08-01,1307.94
2000-08-06,1307.94
2000-08-11,1307.95
2000-08-16,1307.94
2000-08-21,1307.75
2000-08-26,1307.77
2000-09-01,1307.76
2000-09-06,1307.74
2000-09-11,1307.86
2000-09-16,1307.85
2000-09-21,1307.85
2000-09-26,1307.86
2000-10-01,1307.99
2000-10-06,1307.81
2000-10-11,1307.9
2000-10-16,1307.6
2000-10-21,1307.6
2000-10-26,1307.8
2000-11-01,1307.8
2000-11-06,1308.33
2000-11-11,1308.33
2000-11-16,1308
2000-11-21,1307.95
2000-11-26,1307.92
2000-12-01,1307.8
2000-12-06,1307.72
2000-12-11,1307.58
2000-12-16,1307.52
2000-12-21,1307.49
2000-12-26,1307.46
2001-01-01,1307.45
2001-01-06,1307.42
2001-01-11,1307.35
2001-01-16,1307.25
2001-01-21,1307.22
2001-01-26,1307.2
2001-02-01,1307.2
2001-02-06,1307.18
2001-02-11,1307.16
2001-02-16,1307.17
2001-02-21,1307.2
2001-02-26,1307.29
2001-03-01,1307.34
2001-03-06,1307.34
2001-03-11,1307.41
2001-03-16,1307.44
2001-03-21,1307.44
2001-03-26,1307.48
2001-04-01,1307.5
2001-04-06,1307.93
2001-04-11,1307.94
2001-04-16,1308.1
2001-04-21,1308.1
2001-04-26,1307.89
2001-05-01,1307.81
2001-05-06,1307.82
2001-05-11,1308.05
2001-05-16,1308.06
2001-05-21,1307.72
2001-05-26,1307.65
2001-06-01,1307.55
2001-06-06,1307.55
2001-06-11,1307.55
2001-06-16,1307.45
2001-06-21,1307.38
2001-06-26,1307.91
2001-07-01,1307.89
2001-07-06,1307.33
2001-07-11,1307.25
2001-07-16,1306.74
2001-07-21,1306.77
2001-07-26,1306.83
2001-08-01,1306.37
2001-08-06,1306.44
2001-08-11,1306.57
2001-08-16,1306.77
2001-08-21,1306.97
2001-08-26,1306.84
2001-09-01,1306.35
2001-09-06,1306.2
2001-09-11,1306.35
2001-09-16,1306.47
2001-09-21,1306.73
2001-09-26,1307.1
2001-10-01,1307.4
2001-10-06,1307.5
2001-10-11,1307.5
2001-10-16,1307.33
2001-10-21,1307.33
2001-10-26,1307.32
2001-11-01,1307.24
2001-11-06,1307.32
2001-11-11,1307.35
2001-11-16,1307.35
2001-11-21,1308.4
2001-11-26,1308.16
2001-12-01,1307.95
2001-12-06,1307.88
2001-12-11,1307.7
2001-12-16,1307.58
2001-12-21,1307.58
2001-12-26,1307.4
2002-01-01,1307.27
2002-01-06,1307.25
2002-01-11,1307.25
2002-01-16,1307.22
2002-01-21,1307.22
2002-01-26,1307.22
2002-02-01,1307.2
2002-02-06,1307.17
2002-02-11,1307.13
2002-02-16,1307.13
2002-02-21,1307.2
2002-02-26,1307.28
2002-03-01,1307.28
2002-03-06,1307.3
2002-03-11,1307.36
2002-03-16,1307.41
2002-03-21,1307.42
2002-03-26,1307.46
2002-04-01,1307.99
2002-04-06,1307.89
2002-04-11,1307.83
2002-04-16,1308.07
2002-04-21,1307.86
2002-04-26,1307.84
2002-05-01,1307.83
2002-05-06,1308
2002-05-11,1307.97
2002-05-16,1307.72
2002-05-21,1308
2002-05-26,1308
2002-06-01,1307.89
2002-06-06,1307.79
2002-06-11,1307.78
2002-06-16,1307.75
2002-06-21,1307.71
2002-06-26,1307.75
2002-07-01,1307.99
2002-07-06,1307.71
2002-07-11,1307.71
2002-07-16,1307.35
2002-07-21,1307.75
2002-07-26,1307.59
2002-08-01,1307.58
2002-08-06,1307.77
2002-08-11,1307.77
2002-08-16,1307.71
2002-08-21,1307.45
2002-08-26,1307.24
2002-09-01,1307.47
2002-09-06,1307.71
2002-09-11,1307.74
2002-09-16,1307.46
2002-09-21,1307.46
2002-09-26,1307.46
2002-10-01,1307.46
2002-10-06,1307.19
2002-10-11,1307.17
2002-10-16,1307.17
2002-10-21,1307.1
2002-10-26,1307.09
2002-11-01,1307
2002-11-06,1306.95
2002-11-11,1306.95
2002-11-16,1306.96
2002-11-21,1306.96
2002-11-26,1308.16
2002-12-01,1308.16
2002-12-06,1308.16
2002-12-11,1307.77
2002-12-16,1307.77
2002-12-21,1307.8
2002-12-26,1307.73
2003-01-01,1307.322
2003-01-06,1307.322
2003-01-11,1307.102
2003-01-16,1307.022
2003-01-21,1307.072
2003-01-26,1307.052
2003-02-01,1307.052
2003-02-06,1307.002
2003-02-11,1307.002
2003-02-16,1307.077
2003-02-21,1306.962
2003-02-26,1307.182
2003-03-01,1307.182
2003-03-06,1307.227
2003-03-11,1307.252
2003-03-16,1307.302
2003-03-21,1307.302
2003-03-26,1307.322
2003-04-01,1307.402
2003-04-06,1307.967
2003-04-11,1307.927
2003-04-16,1307.867
2003-04-21,1307.807
2003-04-26,1307.807
2003-05-01,1307.867
2003-05-06,1307.967
2003-05-11,1307.942
2003-05-16,1308.042
2003-05-21,1308.052
2003-05-26,1308.012
2003-06-01,1308.085
2003-06-06,1307.9666
2003-06-11,1307.807
2003-06-16,1307.629
2003-06-21,1307.7
2003-06-26,1307.706
2003-07-01,1307.745
2003-07-06,1307.765
2003-07-11,1307.849
2003-07-16,1307.958
2003-07-21,1307.705
2003-07-26,1307.549
2003-08-01,1307.589
2003-08-06,1307.612
2003-08-11,1307.547
2003-08-16,1307.436
2003-08-21,1307.37
2003-08-26,1307.302
2003-09-01,1307.692
2003-09-06,1307.479
2003-09-11,1307.334
2003-09-16,1307.239
2003-09-21,1307.215
2003-09-26,1307.108
2003-10-01,1307.094
2003-10-06,1307.063
2003-10-11,1307.109
2003-10-16,1307.157
2003-10-21,1307.109
2003-10-26,1307.085
2003-11-01,1307.386
2003-11-06,1307.724
2003-11-11,1307.836
2003-11-16,1307.992
2003-11-21,1307.855
2003-11-26,1307.767
2003-12-01,1307.7
2003-12-06,1307.609
2003-12-11,1307.527
2003-12-16,1307.459
2003-12-21,1307.356
2003-12-26,1307.279
2004-01-01,1307.296
2004-01-06,1307.132
2004-01-11,1307.11
2004-01-16,1307.097
2004-01-21,1307.051
2004-01-26,1307.032
2004-02-01,1307.02
2004-02-06,1307.007
2004-02-11,1307.028
2004-02-16,1307.047
2004-02-21,1307.13
2004-02-26,1307.237
2004-03-01,1307.25
2004-03-06,1307.263
2004-03-11,1307.297
2004-03-16,1307.31
2004-03-21,1307.351
2004-03-26,1307.417
2004-04-01,1307.438
2004-04-06,1307.84
2004-04-11,1307.829
2004-04-16,1307.817
2004-04-21,1307.858
2004-04-26,1307.879
2004-05-01,1307.949
2004-05-06,1307.977
2004-05-11,1307.919
2004-05-16,1307.897
2004-05-21,1307.766
2004-05-26,1307.68
2004-06-01,1307.571
2004-06-06,1307.74
2004-06-11,1307.648
2004-06-16,1307.529
2004-06-21,1307.523
2004-06-26,1307.517
2004-07-01,1307.769
2004-07-06,1307.834
2004-07-11,1307.655
2004-07-16,1307.36
2004-07-21,1307.13
2004-07-26,1306.85
2004-08-01,1306.907
2004-08-06,1306.975
2004-08-11,1306.898
2004-08-16,1306.82
2004-08-21,1306.668
2004-08-26,1306.387
2004-09-01,1306.748
2004-09-06,1306.289
2004-09-11,1306.308
2004-09-16,1306.327
2004-09-21,1306.333
2004-09-26,1306.339
2004-10-01,1306.352
2004-10-06,1306.371
2004-10-11,1306.356
2004-10-16,1306.344
2004-10-21,1306.289
2004-10-26,1306.272
2004-11-01,1306.387
2004-11-06,1306.404
2004-11-11,1306.498
2004-11-16,1306.942
2004-11-21,1307.2
2004-11-26,1307.419
2004-12-01,1307.015
2004-12-06,1306.742
2004-12-11,1306.92
2004-12-16,1307.227
2004-12-21,1307.198
2004-12-26,1307.118
2005-01-01,1306.44
2005-01-06,1306.342
2005-01-11,1306.168
2005-01-16,1306.055
2005-01-21,1306.134
2005-01-26,1306.262
2005-02-01,1306.248
2005-02-06,1306.242
2005-02-11,1306.268
2005-02-16,1306.282
2005-02-21,1306.351
2005-02-26,1306.394
2005-03-01,1306.429
2005-03-06,1306.47
2005-03-11,1306.476
2005-03-16,1306.484
2005-03-21,1306.635
2005-03-26,1306.674
2005-04-01,1307.137
2005-04-06,1307.456
2005-04-11,1307.345
2005-04-16,1307.217
2005-04-21,1307.319
2005-04-26,1307.486
2005-05-01,1307.463
2005-05-06,1307.247
2005-05-11,1307.455
2005-05-16,1307.676
2005-05-21,1307.515
2005-05-26,1307.18
2005-06-01,1307.261
2005-06-06,1307.309
2005-06-11,1307.124
2005-06-16,1306.942
2005-06-21,1306.945
2005-06-26,1306.942
