DateTime,Groundwater level per five days
2000-01-01,1510.48
2000-01-06,1510.47
2000-01-11,1510.48
2000-01-16,1510.48
2000-01-21,1510.48
2000-01-26,1510.49
2000-02-01,1510.5
2000-02-06,1510.5
2000-02-11,1510.48
2000-02-16,1510.49
2000-02-21,1510.48
2000-02-26,1510.47
2000-03-01,1510.46
2000-03-06,1510.46
2000-03-11,1510.45
2000-03-16,1510.46
2000-03-21,1510.48
2000-03-26,1510.42
2000-04-01,1510.37
2000-04-06,1510.37
2000-04-11,1510.37
2000-04-16,1510.36
2000-04-21,1510.36
2000-04-26,1510.28
2000-05-01,1510.2
2000-05-06,1510.12
2000-05-11,1510.04
2000-05-16,1509.96
2000-05-21,1509.89
2000-05-26,1509.81
2000-06-01,1509.71
2000-06-06,1509.63
2000-06-11,1509.66
2000-06-16,1509.44
2000-06-21,1509.62
2000-06-26,1509.61
2000-07-01,1509.57
2000-07-06,1509.52
2000-07-11,1509.48
2000-07-16,1509.43
2000-07-21,1509.39
2000-07-26,1509.42
2000-08-01,1509.37
2000-08-06,1509.38
2000-08-11,1509.38
2000-08-16,1509.4
2000-08-21,1509.43
2000-08-26,1509.45
2000-09-01,1509.5
2000-09-06,1509.47
2000-09-11,1509.5
2000-09-16,1509.52
2000-09-21,1509.52
2000-09-26,1509.58
2000-10-01,1509.6
2000-10-06,1509.63
2000-10-11,1509.65
2000-10-16,1509.61
2000-10-21,1509.55
2000-10-26,1509.48
2000-11-01,1509.4
2000-11-06,1509.34
2000-11-11,1509.31
2000-11-16,1509.29
2000-11-21,1509.27
2000-11-26,1509.24
2000-12-01,1509.22
2000-12-06,1509.2
2000-12-11,1509.21
2000-12-16,1509.22
2000-12-21,1509.22
2000-12-26,1509.23
2001-01-01,1509.26
2001-01-06,1509.27
2001-01-11,1509.28
2001-01-16,1509.29
2001-01-21,1509.29
2001-01-26,1509.3
2001-02-01,1509.31
2001-02-06,1509.32
2001-02-11,1509.32
2001-02-16,1509.33
2001-02-21,1509.31
2001-02-26,1509.29
2001-03-01,1509.28
2001-03-06,1509.26
2001-03-11,1509.27
2001-03-16,1509.29
2001-03-21,1509.3
2001-03-26,1509.31
2001-04-01,1509.3
2001-04-06,1509.32
2001-04-11,1509.28
2001-04-16,1509.25
2001-04-21,1509.25
2001-04-26,1509.2
2001-05-01,1509.12
2001-05-06,1508.92
2001-05-11,1508.94
2001-05-16,1508.78
2001-05-21,1508.6
2001-05-26,1508.52
2001-06-01,1508.48
2001-06-06,1508.39
2001-06-11,1508.42
2001-06-16,1508.18
2001-06-21,1508.18
2001-06-26,1508
2001-07-01,1507.86
2001-07-06,1507.8
