DateTime,Groundwater level per five days
2000-01-01,1436.97
2000-01-06,1436.92
2000-01-11,1436.86
2000-01-16,1436.81
2000-01-21,1436.75
2000-01-26,1436.7
2000-02-01,1436.64
2000-02-06,1436.62
2000-02-11,1436.61
2000-02-16,1436.58
2000-02-21,1436.57
2000-02-26,1436.55
2000-03-01,1436.55
2000-03-06,1436.54
2000-03-11,1436.53
2000-03-16,1436.51
2000-03-21,1436.48
2000-03-26,1436.43
2000-04-01,1436.42
2000-04-06,1436.41
2000-04-11,1436.4
2000-04-16,1436.38
2000-04-21,1436.35
2000-04-26,1436.33
2007-01-01,1451.99
2007-01-06,1451.99
2007-01-11,1451.99
2007-01-16,1451.99
2007-01-21,1451.99
2007-01-26,1451.99
2007-02-01,1451.99
2007-02-06,1451.99
2007-02-11,1451.99
2007-02-16,1451.99
2007-02-21,1451.99
2007-02-26,1451.99
2007-03-01,1451.99
2007-03-06,1451.99
2007-03-11,1451.99
2007-03-16,1451.99
2007-03-21,1451.99
2007-03-26,1451.99
2007-04-01,1451.99
2007-04-06,1451.99
2007-04-11,1451.99
2007-04-16,1451.99
2007-04-21,1451.99
2007-04-26,1451.99
2007-05-01,1451.99
2007-05-06,1451.99
2007-05-11,1451.99
2007-05-16,1451.99
2007-05-21,1451.99
2007-05-26,1451.99
2007-06-01,1451.99
2007-06-06,1451.99
2007-06-11,1451.99
2007-06-16,1451.99
2007-06-21,1451.99
2007-06-26,1451.99
2007-07-01,1451.99
2007-07-06,1451.99
2007-07-11,1451.99
2007-07-16,1451.99
2007-07-21,1451.99
2007-07-26,1451.99
2007-08-01,1451.99
2007-08-06,1451.99
2007-08-11,1451.99
2007-08-16,1451.99
2007-08-21,1451.99
2007-08-26,1451.99
2007-09-01,1433.48
2007-09-06,1433.95
2007-09-11,1434.41
2007-09-16,1434.88
2007-09-21,1435.34
2007-09-26,1435.81
2007-10-01,1436.27
2007-10-06,1437.23
2007-10-11,1438.19
2007-10-16,1439.14
2007-10-21,1439.72
2007-10-26,1438.77
2007-11-01,1437.62
2007-11-06,1437.32
2007-11-11,1437.01
2007-11-16,1436.7
2007-11-21,1436.4
2007-11-26,1436.09
2007-12-01,1435.79
2007-12-06,1436.04
2007-12-11,1436.3
2007-12-16,1436.55
2007-12-21,1436.8
2007-12-26,1437.06
2008-01-01,1436.42
2008-01-06,1436.5
2008-01-11,1436.56
2008-01-16,1436.59
2008-01-21,1436.64
2008-01-26,1436.67
2008-02-01,1436.71
2008-02-06,1436.75
2008-02-11,1436.74
2008-02-16,1436.76
2008-02-21,1436.83
2008-02-26,1436.78
2008-03-01,1436.8
2008-03-06,1436.8
2008-03-11,1436.82
2008-03-16,1436.82
2008-03-21,1436.77
2008-03-26,1436.73
2008-04-01,1436.49
2008-04-06,1436.36
2008-04-11,1436.33
2008-04-16,1436.41
2008-04-21,1436.25
2008-04-26,1436.25
2008-05-01,1436.22
2008-05-06,1436.06
2008-05-11,1435.94
2008-05-16,1435.74
2008-05-21,1435.18
2008-05-26,1434.85
2008-06-01,1434.24
2008-06-06,1434.36
2008-06-11,1434.31
2008-06-16,1434.09
2008-06-21,1433.87
2008-06-26,1433.65
2008-07-01,1433.64
2008-07-06,1433.64
2008-07-11,1433.63
2008-07-16,1433.62
2008-07-21,1433.62
2008-07-26,1433.61
2008-08-01,1433.47
2008-08-06,1433.35
2008-08-11,1433.23
2008-08-16,1433.12
2008-08-21,1432.99
2008-08-26,1432.88
2008-09-01,1433.09
2008-09-06,1433.27
2008-09-11,1433.45
2008-09-16,1433.62
2008-09-21,1433.8
2008-09-26,1433.98
2008-10-01,1434.26
2008-10-06,1434.74
2008-10-11,1434.92
2008-10-16,1435.08
2008-10-21,1435.38
2008-10-26,1435.91
2008-11-01,1436.07
2008-11-06,1435.96
2008-11-11,1435.46
2008-11-16,1435.23
2008-11-21,1435.41
2008-11-26,1435.24
2008-12-01,1435.52
2008-12-06,1435.94
2008-12-11,1436.08
2008-12-16,1436.16
2008-12-21,1436.18
2008-12-26,1436.21
2009-01-01,1437.29
2009-01-06,1437.28
2009-01-11,1437.28
2009-01-16,1437.29
2009-01-21,1437.28
2009-01-26,1437.46
2009-02-01,1437.52
2009-02-06,1437.5
2009-02-11,1437.47
2009-02-16,1437.49
2009-02-21,1437.54
2009-02-26,1437.49
2009-03-01,1437.48
2009-03-06,1437.48
2009-03-11,1437.48
2009-03-16,1437.48
2009-03-21,1437.36
2009-03-26,1437.24
2009-04-01,1436.95
2009-04-06,1436.94
2009-04-11,1436.89
2009-04-16,1436.8
2009-04-21,1436.3
2009-04-26,1436.22
2009-05-01,1436.35
2009-05-06,1436.11
2009-05-11,1436.2
2009-05-16,1436.24
2009-05-21,1436.18
2009-05-26,1436.55
2009-06-01,1435.01
2009-06-06,1434.8
2009-06-11,1434.75
2009-06-16,1434.32
2009-06-21,1434.17
2009-06-26,1434.72
2009-07-01,1434.66
2009-07-06,1434.47
2009-07-11,1434.36
2009-07-16,1434.39
2009-07-21,1434.29
2009-07-26,1432.93
2009-08-01,1432.95
2009-08-06,1433.1
2009-08-11,1433.06
2009-08-16,1433.08
2009-08-21,1433.64
2009-08-26,1434
2009-09-01,1434.31
2009-09-06,1434.57
2009-09-11,1434.83
2009-09-16,1435.09
2009-09-21,1435.35
2009-09-26,1435.61
2009-10-01,1435.86
2009-10-06,1436.11
2009-10-11,1436.32
2009-10-16,1436.57
2009-10-21,1436.76
2009-10-26,1436.92
2009-11-01,1437.02
2009-11-06,1437.22
