DateTime,Groundwater level per five days
2001-01-01,1406.533
2001-01-06,1406.473
2001-01-11,1406.483
2001-01-16,1406.413
2001-01-21,1406.403
2001-01-26,1406.383
2001-02-01,1406.353
2001-02-06,1406.333
2001-02-11,1406.303
2001-02-16,1406.283
2001-02-21,1406.243
2001-02-26,1406.223
2001-03-01,1406.243
2001-03-06,1406.613
2001-03-11,1406.503
2001-03-16,1406.123
2001-03-21,1406.233
2001-03-26,1406.203
2001-04-01,1406.133
2001-04-06,1406.173
2001-04-11,1406.223
2001-04-16,1406.283
2001-04-21,1406.433
2001-04-26,1406.473
2001-05-01,1406.573
2001-05-06,1406.653
2001-05-11,1406.743
2001-05-16,1406.843
2001-05-21,1406.923
2001-05-26,1406.953
2001-06-01,1406.913
2001-06-06,1406.863
2001-06-11,1406.843
2001-06-16,1406.803
2001-06-21,1406.743
2001-06-26,1406.753
2001-07-01,1406.833
2001-07-06,1406.813
2001-07-11,1406.803
2001-07-16,1406.783
2001-07-21,1406.843
2001-07-26,1406.903
2001-08-01,1406.933
2001-08-06,1406.913
2001-08-11,1406.923
2001-08-16,1406.943
2001-08-21,1406.983
2001-08-26,1406.963
2001-09-01,1407.013
2001-09-06,1406.983
2001-09-11,1406.943
2001-09-16,1406.903
2001-09-21,1406.873
2001-09-26,1406.863
2001-10-01,1406.843
2001-10-06,1406.883
2001-10-11,1406.833
2001-10-16,1406.813
2001-10-21,1406.803
2001-10-26,1406.763
2001-11-01,1406.783
2001-11-06,1406.763
2001-11-11,1406.813
2001-11-16,1406.853
2001-11-21,1406.823
2001-11-26,1406.793
2001-12-01,1406.803
2001-12-06,1406.783
2001-12-11,1406.703
2001-12-16,1406.633
2001-12-21,1406.613
2001-12-26,1406.593
2002-01-01,1406.75
2002-01-06,1406.71
2002-01-11,1406.65
2002-01-16,1406.61
2002-01-21,1406.52
2002-01-26,1406.5
2002-02-01,1406.58
2002-02-06,1406.49
2002-02-11,1406.47
2002-02-16,1406.41
2002-02-21,1406.38
2002-02-26,1406.35
2002-03-01,1406.32
2002-03-06,1406.37
2002-03-11,1406.41
2002-03-16,1406.43
2002-03-21,1406.45
2002-03-26,1406.5
2002-04-01,1406.52
2002-04-06,1406.61
2002-04-11,1406.68
2002-04-16,1406.72
2002-04-21,1406.74
2002-04-26,1406.76
2002-05-01,1406.78
2002-05-06,1406.8
2002-05-11,1406.82
2002-05-16,1406.83
2002-05-21,1406.85
2002-05-26,1406.9
2002-06-01,1406.86
2002-06-06,1406.88
2002-06-11,1406.83
2002-06-16,1406.9
2002-06-21,1406.92
2002-06-26,1406.98
2002-07-01,1407
2002-07-06,1407.01
2002-07-11,1407.02
2002-07-16,1407.03
2002-07-21,1406.99
2002-07-26,1406.98
2002-08-01,1406.95
2002-08-06,1406.97
2002-08-11,1406.98
2002-08-16,1407.01
2002-08-21,1407
2002-08-26,1406.93
2002-09-01,1406.98
2002-09-06,1406.96
2002-09-11,1407.05
2002-09-16,1407
2002-09-21,1406.95
2002-09-26,1406.91
2002-10-01,1406.88
2002-10-06,1406.83
2002-10-11,1406.8
2002-10-16,1406.76
2002-10-21,1406.74
2002-10-26,1406.72
2002-11-01,1406.68
2002-11-06,1406.69
2002-11-11,1406.61
2002-11-16,1406.59
2002-11-21,1406.73
2002-11-26,1406.75
2002-12-01,1406.88
2002-12-06,1406.78
2002-12-11,1406.82
2002-12-16,1406.78
2002-12-21,1406.72
2002-12-26,1406.71
2003-01-01,1406.7
2003-01-06,1406.69
2003-01-11,1406.63
2003-01-16,1406.6
