DateTime,Groundwater level per five days
2000-01-01,1377.17
2000-01-06,1377.13
2000-01-11,1377.15
2000-01-16,1377.11
2000-01-21,1377.18
2000-01-26,1377.14
2000-02-01,1377.1
2000-02-06,1377.09
2000-02-11,1377.13
2000-02-16,1377.1
2000-02-21,1377.07
2000-02-26,1377.04
2000-03-01,1377.08
2000-03-06,1377.04
2000-03-11,1377.01
2000-03-16,1376.98
2000-03-21,1376.95
2000-03-26,1377
2000-04-01,1376.98
2000-04-06,1376.92
2000-04-11,1376.87
2000-04-16,1377.02
2000-04-21,1377.04
2000-04-26,1377.08
2000-05-01,1377.1
2000-05-06,1377.13
2000-05-11,1377.16
2000-05-16,1377.33
2000-05-21,1377.23
2000-05-26,1377.24
2000-06-01,1377.36
2000-06-06,1377.31
2000-06-11,1377.33
2000-06-16,1377.39
2000-06-21,1377.43
2000-06-26,1377.41
2000-07-01,1377.37
2000-07-06,1377.33
2000-07-11,1377.44
2000-07-16,1377.33
2000-07-21,1377.4
2000-07-26,1377.42
2000-08-01,1377.42
2000-08-06,1377.52
2000-08-11,1377.56
2000-08-16,1377.69
2000-08-21,1377.76
2000-08-26,1377.8
2000-09-01,1377.78
2000-09-06,1377.75
2000-09-11,1377.72
2000-09-16,1377.68
2000-09-21,1377.64
2000-09-26,1377.71
2000-10-01,1377.67
2000-10-06,1377.68
2000-10-11,1377.66
2000-10-16,1377.64
2000-10-21,1377.72
2000-10-26,1377.69
2000-11-01,1377.68
2000-11-06,1377.62
2000-11-11,1377.6
2000-11-16,1377.58
2000-11-21,1377.53
2000-11-26,1377.47
2000-12-01,1377.45
2000-12-06,1377.43
2000-12-11,1377.36
2000-12-16,1377.32
2000-12-21,1377.09
2000-12-26,1377.02
2001-01-01,1377.46
2001-01-06,1377.47
2001-01-11,1377.44
2001-01-16,1377.41
2001-01-21,1377.36
2001-01-26,1377.32
2001-02-01,1377.29
2001-02-06,1377.27
2001-02-11,1377.23
2001-02-16,1377.2
2001-02-21,1377.18
2001-02-26,1377.14
2001-03-01,1377.12
2001-03-06,1377.06
2001-03-11,1377.08
2001-03-16,1377.04
2001-03-21,1377.02
2001-03-26,1377
2001-04-01,1376.97
2001-04-06,1376.94
2001-04-11,1376.95
2001-04-16,1376.93
2001-04-21,1376.9
2001-04-26,1376.94
2001-05-01,1376.97
2001-05-06,1377.02
2001-05-11,1377.06
2001-05-16,1377.13
2001-05-21,1377.15
2001-05-26,1377.18
2001-06-01,1377.14
2001-06-06,1377.1
2001-06-11,1377.04
2001-06-16,1377
2001-06-21,1376.96
2001-06-26,1376.93
2001-07-01,1376.96
2001-07-06,1377.03
2001-07-11,1377.07
2001-07-16,1377.12
2001-07-21,1377.19
2001-07-26,1377.27
2001-08-01,1377.3
2001-08-06,1377.37
2001-08-11,1377.42
2001-08-16,1377.51
2001-08-21,1377.59
2001-08-26,1377.66
2001-09-01,1377.71
2001-09-06,1377.67
2001-09-11,1377.61
2001-09-16,1377.56
2001-09-21,1377.52
2001-09-26,1377.47
2001-10-01,1377.5
2001-10-06,1377.52
2001-10-11,1377.49
2001-10-16,1377.45
2001-10-21,1377.41
2001-10-26,1377.43
2001-11-01,1377.41
2001-11-06,1377.44
2001-11-11,1377.49
2001-11-16,1377.53
2001-11-21,1377.56
2001-11-26,1377.59
2001-12-01,1377.62
2001-12-06,1377.6
2001-12-11,1377.55
2001-12-16,1377.53
2001-12-21,1377.5
2001-12-26,1377.41
2002-01-01,1377.362
2002-01-06,1377.342
2002-01-11,1377.302
2002-01-16,1377.242
2002-01-21,1377.202
2002-01-26,1377.162
2002-02-01,1377.142
2002-02-06,1377.262
2002-02-11,1377.122
2002-02-16,1377.082
2002-02-21,1377.062
2002-02-26,1377.032
2002-03-01,1377.002
2002-03-06,1376.962
2002-03-11,1376.942
2002-03-16,1376.902
2002-03-21,1376.872
2002-03-26,1376.842
2002-04-01,1376.832
2002-04-06,1376.802
2002-04-11,1376.762
2002-04-16,1376.742
2002-04-21,1376.692
2002-04-26,1376.662
2002-05-01,1376.712
2002-05-06,1376.802
2002-05-11,1376.822
2002-05-16,1376.882
2002-05-21,1376.932
2002-05-26,1376.962
2002-06-01,1376.982
2002-06-06,1377.032
2002-06-11,1377.062
2002-06-16,1377.102
2002-06-21,1377.132
2002-06-26,1377.142
2002-07-01,1377.062
2002-07-06,1377.032
2002-07-11,1377.002
2002-07-16,1376.962
2002-07-21,1376.932
2002-07-26,1376.862
2002-08-01,1376.932
2002-08-06,1376.982
2002-08-11,1377.002
2002-08-16,1377.032
2002-08-21,1377.122
2002-08-26,1377.162
2002-09-01,1377.232
2002-09-06,1377.262
2002-09-11,1377.312
2002-09-16,1377.372
2002-09-21,1377.422
2002-09-26,1377.462
2002-10-01,1377.502
2002-10-06,1377.562
2002-10-11,1377.612
2002-10-16,1377.662
2002-10-21,1377.732
2002-10-26,1377.802
2002-11-01,1377.752
2002-11-06,1377.702
2002-11-11,1377.562
2002-11-16,1377.472
2002-11-21,1377.442
2002-11-26,1377.372
2002-12-01,1377.282
2002-12-06,1377.202
2002-12-11,1377.152
2002-12-16,1377.102
2002-12-21,1376.982
2002-12-26,1376.922
2003-01-01,1377.01
2003-01-06,1377
2003-01-11,1376.99
2003-01-16,1376.97
2003-01-21,1376.94
2003-01-26,1376.91
2003-02-01,1376.89
2003-02-06,1376.86
2003-02-11,1376.83
2003-02-16,1376.8
2003-02-21,1376.78
2003-02-26,1376.75
2003-03-01,1376.73
2003-03-06,1376.68
2003-03-11,1376.65
2003-03-16,1376.61
2003-03-21,1376.54
2003-03-26,1376.55
2003-04-01,1376.5
2003-04-06,1376.49
2003-04-11,1376.47
2003-04-16,1376.47
2003-04-21,1376.43
2003-04-26,1376.4
2003-05-01,1376.39
2003-05-06,1376.32
2003-05-11,1376.21
2003-05-16,1376.17
2003-05-21,1376.06
2003-05-26,1376.28
2003-06-01,1376.32
2003-06-06,1376.34
2003-06-11,1376.36
2003-06-16,1376.34
2003-06-21,1376.33
2003-06-26,1376.31
2003-07-01,1376.23
2003-07-06,1376.25
2003-07-11,1376.25
2003-07-16,1376.27
2003-07-21,1376.3
2003-07-26,1376.58
2003-08-01,1376.49
2003-08-06,1376.52
2003-08-11,1376.61
2003-08-16,1376.67
2003-08-21,1376.79
2003-08-26,1376.75
2003-09-01,1376.81
2003-09-06,1376.85
2003-09-11,1376.89
2003-09-16,1376.93
2003-09-21,1376.99
2003-09-26,1377.03
2003-10-01,1377.07
2003-10-06,1377.09
2003-10-11,1377.1
2003-10-16,1377.1
2003-10-21,1377.11
2003-10-26,1377.11
2003-11-01,1377.06
2003-11-06,1376.91
2003-11-11,1376.88
2003-11-16,1376.78
2003-11-21,1376.68
2003-11-26,1376.79
2003-12-01,1376.83
2003-12-06,1376.85
2003-12-11,1376.97
2003-12-16,1376.98
2003-12-21,1377
2003-12-26,1377.03
2004-01-01,1377.58
2004-01-06,1377.58
2004-01-11,1377.56
2004-01-16,1377.54
2004-01-21,1377.5
2004-01-26,1377.5
2004-02-01,1377.498
2004-02-06,1377.482
2004-02-11,1377.475
2004-02-16,1377.362
2004-02-21,1377.351
2004-02-26,1377.359
2004-03-01,1377.404
2004-03-06,1377.412
2004-03-11,1377.41
2004-03-16,1377.411
2004-03-21,1377.412
2004-03-26,1377.413
2004-04-01,1377.282
2004-04-06,1377.273
2004-04-11,1377.258
2004-04-16,1377.232
2004-04-21,1377.082
2004-04-26,1377.092
2004-05-01,1377.116
2004-05-06,1377.122
2004-05-11,1377.125
2004-05-16,1377.132
2004-05-21,1377.12
2004-05-26,1377.082
2004-06-01,1377.075
2004-06-06,1377.072
2004-06-11,1377.051
2004-06-16,1377.01
2004-06-21,1376.912
